full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
José Diogo Dalot Teixeira,23,921744000,1999-03-18,International Friendlies,2022,Defender,Portugal,90,90,0,Portugal,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,90,0,90,0,-1,-1,-1,16
José Fajardo Nelson,29,745657200,1993-08-18,International Friendlies,2022,Forward,Panama,185,82,103,Panama,3,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0.97,93,62,0,0,0,-1,-1,-1,23
José Giménez,27,790588800,1995-01-20,International Friendlies,2022,Defender,Uruguay,125,0,125,Uruguay,2,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,-1,-1,-1,28
José Ignacio Florentín Bobadilla,26,836550000,1996-07-05,International Friendlies,2022,Midfielder,Paraguay,0,0,0,Paraguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
José Luis Chunga Vega,31,679215600,1991-07-11,International Friendlies,2022,Goalkeeper,Colombia,169,79,90,Colombia,2,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.53,169,85,0,0,0,-1,-1,-1,9
José Luis Gayà,27,801385200,1995-05-25,International Friendlies,2022,Defender,Spain,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
José Luis Rodriguez,24,898239600,1998-06-19,International Friendlies,2022,Midfielder,Panama,77,0,77,Panama,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.17,77,77,0,0,0,-1,-1,-1,39
José Manuel Murillo Morán,27,793612800,1995-02-24,International Friendlies,2022,Forward,Panama,17,14,3,Panama,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,-1,-1,-1,37
José Manuel Sagredo Chávez,28,763286400,1994-03-10,International Friendlies,2022,Defender,Bolivia,180,90,90,Bolivia,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,1.5,60,90,0,0,0,-1,-1,-1,16
José Mario Pinto,25,875343600,1997-09-27,International Friendlies,2022,Forward,Honduras,19,0,19,Honduras,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,-1,-1,-1,21
Jose Marío Rosales Marroquín,29,740905200,1993-06-24,International Friendlies,2022,Midfielder,Guatemala,17,0,17,Guatemala,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,-1,-1,-1,14
José Pedro Malheiro de Sá,29,727257600,1993-01-17,International Friendlies,2022,Goalkeeper,Portugal,0,0,0,Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
José Yordy Reyna Serna,29,748162800,1993-09-16,International Friendlies,2022,Forward,Peru,59,0,59,Peru,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.53,59,59,0,0,0,-1,-1,-1,14
Josef Martinez,29,737794800,1993-05-19,International Friendlies,2022,Forward,Venezuela,44,0,44,Venezuela,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,4.09,2.05,2.05,0,2.05,44,0,0,44,0,44,0,-1,-1,-1,1
Joseff Morrell,25,852278400,1997-01-03,International Friendlies,2022,Midfielder,Wales,90,90,0,Wales,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,12
Joseph Aidoo,27,812358000,1995-09-29,International Friendlies,2022,Defender,Ghana,13,13,0,Ghana,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,-1,-1,-1,13
Joseph Essien Mbong,25,868950000,1997-07-15,International Friendlies,2022,Forward,Malta,304,304,0,Malta,4,4,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0.89,101,76,0,0,0,165,152,-1,25
Joseph Iyendjock,19,1054191600,2003-05-29,International Friendlies,2022,Midfielder,Cameroon,0,0,0,Cameroon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Joseph Luis Chipolina,34,566467200,1987-12-14,International Friendlies,2022,Defender,Gibraltar,10,10,0,Gibraltar,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,-1,-1,-1,8
Joseph Paintsil,24,886320000,1998-02-01,International Friendlies,2022,Midfielder,Ghana,90,0,90,Ghana,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,30,90,0,0,0,-1,-1,-1,30
Joseph Scally,19,1041321600,2002-12-31,International Friendlies,2022,Defender,USA,134,134,0,USA,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,-1,-1,-1,14
Joseph Vianney Apam,23,915091200,1998-12-31,International Friendlies,2022,Forward,Cameroon,21,21,0,Cameroon,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,-1,-1,-1,14
Joseph Yeramid Rosales Erazo,21,973497600,2000-11-06,International Friendlies,2022,Midfielder,Honduras,78,64,14,Honduras,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.15,78,39,0,0,0,-1,-1,-1,10
Josepmir Aarón Ballón Villacorta,34,574934400,1988-03-21,International Friendlies,2022,Midfielder,Peru,90,90,0,Peru,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,45
Josh Cullen,26,828864000,1996-04-07,International Friendlies,2022,Midfielder,Republic of Ireland,270,180,90,Republic of Ireland,3,2,1,0,0,0,0,0,0,0,0,1,0,1,4,4,0,0,0,0,0,0,0,0,0,1.33,68,90,0,0,0,-1,-1,-1,21
Josh Magennis,32,650703600,1990-08-15,International Friendlies,2022,Forward,Northern Ireland,109,46,63,Northern Ireland,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.83,0,0.83,0,1.43,109,0.83,109,55,0,0,0,-1,-1,-1,3
Joshua Clarke,18,1090998000,2004-07-28,International Friendlies,2022,Goalkeeper,Northern Ireland,0,0,0,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Joshua Kimmich,27,792230400,1995-02-08,International Friendlies,2022,Midfielder,Germany,44,0,44,Germany,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,-1,-1,-1,6
Joshua King,30,695462400,1992-01-15,International Friendlies,2022,Forward,Norway,90,90,0,Norway,1,1,0,3,3,0,1,1,0,1,0,1,1,0,0,0,0,0,0,4,1,3,3,0,30,0,0,90,0,90,0,-1,-1,-1,1
Joshua Mutale,20,1011859200,2002-01-24,International Friendlies,2022,Midfielder,Zambia,46,0,46,Zambia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,3.91,23,46,0,0,0,-1,-1,-1,28
Joshua Sargent,22,951033600,2000-02-20,International Friendlies,2022,Forward,USA,44,0,44,USA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.05,44,44,0,0,0,-1,-1,-1,6
Josip Juranović,27,808556400,1995-08-16,International Friendlies,2022,Midfielder,Croatia,90,90,0,Croatia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,26
Josip Stanisic,22,954662400,2000-04-02,International Friendlies,2022,Defender,Croatia,90,0,90,Germany,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,7
Josip Šutalo,22,951724800,2000-02-28,International Friendlies,2022,Defender,Croatia,0,0,0,Croatia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Joško Gvardiol,20,1011772800,2002-01-23,International Friendlies,2022,Defender,Croatia,90,90,0,Croatia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,24
Jospin Goapandjia,22,956127600,2000-04-19,International Friendlies,2022,Midfielder,Central African Republic,28,0,28,Central African Republic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3.21,28,28,0,0,0,-1,-1,-1,13
Jospin Nshimirimana,20,1008144000,2001-12-12,International Friendlies,2022,Midfielder,Burundi,67,0,67,Burundi,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,5.37,17,67,0,0,0,-1,-1,-1,9
Jostin Alexis Alarcón Paquiyauri,20,1026457200,2002-07-12,International Friendlies,2022,Midfielder,Peru,0,0,0,Peru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Josua Antonio Mejías García,24,897375600,1998-06-09,International Friendlies,2022,Defender,Venezuela,0,0,0,Venezuela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Josué Abraham Quijano Potosme,31,668592000,1991-03-10,International Friendlies,2022,Defender,Nicaragua,180,90,90,Nicaragua,2,1,1,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0.5,0,0.5,0,1,180,1,90,90,0,0,0,-1,-1,-1,1
Jourdaine Fletcher,25,874998000,1997-09-23,International Friendlies,2022,Forward,Jamaica,176,0,176,Jamaica,2,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,2.05,44,88,0,0,0,-1,-1,-1,28
Jovani Francisco Welch López,22,944553600,1999-12-07,International Friendlies,2022,Midfielder,Panama,61,14,47,Panama,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,-1,-1,-1,34
Jovaunn Ramos,20,1016956800,2002-03-24,International Friendlies,2022,Midfielder,Belize,90,90,0,Belize,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,45,90,0,0,0,-1,-1,-1,8
Jozef Pukaj,22,950428800,2000-02-13,International Friendlies,2022,Goalkeeper,Kosovo,90,90,0,Switzerland,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,11
Juan Agustín Musso,28,768207600,1994-05-06,International Friendlies,2022,Goalkeeper,Argentina,0,0,0,Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Juan Angel Delgado Murillo,30,711702000,1992-07-21,International Friendlies,2022,Midfielder,Honduras,90,0,90,Honduras,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,45,90,0,0,0,-1,-1,-1,25
Juan Ángel Espínola González,27,783763200,1994-11-02,International Friendlies,2022,Goalkeeper,Paraguay,90,0,90,Paraguay,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,34
Juan Antonio Delgado Baeza,29,731318400,1993-03-05,International Friendlies,2022,Midfielder,Chile,190,0,190,Chile,4,0,4,0,0,0,0,0,0,0,0,1,0,1,2,0,2,1,0,0,0,0,0,0,0,0.95,95,48,190,0,0.47,-1,-1,-1,5
Juan Camilo Hernández Suárez,23,924764400,1999-04-22,International Friendlies,2022,Forward,Colombia,44,0,44,Colombia,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,-1,-1,-1,13
Juan Carlos Corbalan,25,858240000,1997-03-13,International Friendlies,2022,Midfielder,Malta,38,38,0,Malta,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.37,38,38,0,0,0,-1,-1,-1,10
Juan Cuadrado,34,580633200,1988-05-26,International Friendlies,2022,Midfielder,Colombia,46,46,0,Colombia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,-1,-1,-1,17
Juan David Mosquera López,20,1031468400,2002-09-08,International Friendlies,2022,Defender,Colombia,0,0,0,Colombia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Juan Fernando Quintero Paniagua,29,727344000,1993-01-18,International Friendlies,2022,Midfielder,Colombia,106,106,0,Colombia,2,2,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1.7,0.85,0.85,0.85,0,106,0,0,53,0,106,0,-1,-1,-1,3
Juan Marcos Foyth,24,884592000,1998-01-12,International Friendlies,2022,Defender,Argentina,114,24,90,Argentina,2,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,-1,-1,-1,18
Juan Pablo Vargas Campos,27,802422000,1995-06-06,International Friendlies,2022,Defender,Costa Rica,90,0,90,Costa Rica,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,17
Juan Ramón Barrera Pérez,33,610095600,1989-05-02,International Friendlies,2022,Midfielder,Nicaragua,97,73,24,Nicaragua,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.93,97,49,0,0,0,-1,-1,-1,17
Juan Sebastián Pedroza Perdomo,23,923554800,1999-04-08,International Friendlies,2022,Forward,Colombia,0,0,0,Colombia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Juanpi,28,759398400,1994-01-24,International Friendlies,2022,Midfielder,Syria,112,46,66,Venezuela,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,-1,-1,-1,6
Judah Garcia,23,940748400,1999-10-24,International Friendlies,2022,Midfielder,Trinidad and Tobago,90,90,0,Trinidad and Tobago,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,12
Jude Bellingham,19,1056870000,2003-06-29,International Friendlies,2022,Midfielder,England,101,101,0,England,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,-1,-1,-1,11
Jules Koundé,23,910857600,1998-11-12,International Friendlies,2022,Defender,France,100,100,0,France,2,2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.9,100,50,0,0,0,-1,-1,-1,19
Julián Álvarez,22,949305600,2000-01-31,International Friendlies,2022,Forward,Argentina,264,213,51,Argentina,4,3,1,2,1,1,0,0,0,0,0,4,3,1,0,0,0,0,0,0.68,0,0.68,0.42,1.76,132,0,0,66,0,0,0,-1,-1,-1,3
Julian Brandt,26,831020400,1996-05-02,International Friendlies,2022,Midfielder,Germany,46,0,46,Germany,2,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,-1,-1,-1,19
Julian Draxler,29,748508400,1993-09-20,International Friendlies,2022,Midfielder,Germany,94,90,4,Germany,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,-1,-1,-1,25
Julian Ryerson,24,879753600,1997-11-17,International Friendlies,2022,Defender,Norway,112,87,25,Norway,4,3,1,0,0,0,0,0,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0.8,112,28,0,0,0,-1,-1,-1,17
Julian Valarino,22,961743600,2000-06-23,International Friendlies,2022,Defender,Gibraltar,40,40,0,Gibraltar,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,40,0,2.25,-1,-1,-1,6
Julian Weigl,27,810543600,1995-09-08,International Friendlies,2022,Midfielder,Germany,63,63,0,Germany,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,-1,-1,-1,24
Julio César Domínguez Juárez,34,563356800,1987-11-08,International Friendlies,2022,Defender,Mexico,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Julio César Enciso,18,1074844800,2004-01-23,International Friendlies,2022,Forward,Paraguay,251,162,89,Paraguay,3,2,1,0,0,0,0,0,0,0,0,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0.36,251,84,251,0,0.36,-1,-1,-1,8
Júlíus Magnússon,24,899017200,1998-06-28,International Friendlies,2022,Midfielder,Iceland,90,0,90,Iceland,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,90,90,90,0,1,-1,-1,-1,15
Juma Marhoon Juma Al Habsi,26,822816000,1996-01-28,International Friendlies,2022,Defender,Oman,90,90,0,Oman,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,6
Junildo Manuel de Castro Pereira,19,1054710000,2003-06-04,International Friendlies,2022,Goalkeeper,Timor-Leste,158,0,158,Timor-Leste,2,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,2.28,40,79,0,0,0,-1,-1,-1,4
Juninho Bacuna,25,870937200,1997-08-07,International Friendlies,2022,Midfielder,Curaçao,90,0,90,Netherlands,1,0,1,1,0,1,0,0,0,0,0,0,0,0,3,0,3,0,0,1,0,1,0,1,90,3,30,90,0,0,0,-1,-1,-1,2
Júnior Alonso,29,729244800,1993-02-09,International Friendlies,2022,Defender,Paraguay,78,78,0,Paraguay,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,-1,-1,-1,6
Junior Chikwubuike Adamu,21,991810800,2001-06-06,International Friendlies,2022,Forward,Austria,125,81,44,Nigeria,2,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,-1,-1,-1,14
Junior Fashion Sakala,25,858326400,1997-03-14,International Friendlies,2022,Forward,Zambia,90,0,90,Zambia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,14
Junior Noel Artega Pineda,22,944726400,1999-12-09,International Friendlies,2022,Midfielder,Nicaragua,2,0,2,Nicaragua,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,-1,14
Junior Yeanaye,17,1103443200,2004-12-19,International Friendlies,2022,Goalkeeper,Liberia,0,0,0,Liberia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Junya Ito,29,731664000,1993-03-09,International Friendlies,2022,Forward,Japan,148,148,0,Japan,3,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,-1,-1,-1,7
Juraj Kucka,35,541324800,1987-02-26,International Friendlies,2022,Midfielder,Slovakia,90,0,90,Slovakia,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,2,1,1,0,1,90,1,90,90,90,90,1,-1,-1,-1,1
Jure Balkovec,28,779094000,1994-09-09,International Friendlies,2022,Defender,Slovenia,70,0,70,Slovenia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1.29,70,70,70,0,1.29,-1,-1,-1,10
Jurgen Degabriele,26,844930800,1996-10-10,International Friendlies,2022,Forward,Malta,184,184,0,Malta,3,3,0,1,1,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0.49,0,0.49,0.49,0,184,0.98,92,61,0,0,0,-1,-1,-1,3
Justas Lasickas,25,876121200,1997-10-06,International Friendlies,2022,Midfielder,Lithuania,163,0,163,Lithuania,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.55,163,82,0,0,0,-1,-1,-1,18
Justin McMaster,23,930726000,1999-06-30,International Friendlies,2022,Forward,Jamaica,67,0,67,Jamaica,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,1.34,0,1.34,67,0,0,67,0,0,0,-1,-1,-1,1
Justin Ogenia,23,918201600,1999-02-05,International Friendlies,2022,Forward,Curaçao,90,0,90,Curaçao,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,30,90,0,0,0,-1,-1,-1,6
Justin Ospelt,23,936687600,1999-09-07,International Friendlies,2022,Goalkeeper,Liechtenstein,88,44,44,Liechtenstein,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,-1,-1,-1,11
Justin Yeré,25,865148400,1997-06-01,International Friendlies,2022,Forward,Togo,0,0,0,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Jusuf Gazibegovic,22,952761600,2000-03-11,International Friendlies,2022,Defender,Bosnia-Herzegovina,60,60,0,Bosnia and Herzegovina,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,-1,-1,-1,8
Jørgen Strand Larsen,22,949824000,2000-02-06,International Friendlies,2022,Forward,Norway,74,0,74,Norway,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.22,74,74,0,0,0,-1,-1,-1,11
Kaan Ayhan,27,784454400,1994-11-10,International Friendlies,2022,Defender,Turkey,81,81,0,Turkey,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3.33,27,81,0,0,0,-1,-1,-1,20
Kabelo Seakanyeng,29,740991600,1993-06-25,International Friendlies,2022,Midfielder,Botswana,90,0,90,Botswana,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,13
Kaheem Parris,22,947145600,2000-01-06,International Friendlies,2022,Midfielder,Jamaica,11,0,11,Jamaica,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,16.36,6,11,0,0,0,-1,-1,-1,12
Kahled Rashed,23,929689200,1999-06-18,International Friendlies,2022,Midfielder,UAE,90,90,0,UAE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,5
Kai Havertz,23,929084400,1999-06-11,International Friendlies,2022,Midfielder,Germany,239,80,159,Germany,3,1,2,1,1,0,1,0,1,0,0,2,1,1,1,0,1,0,0,0.75,0.38,0.38,1.13,0,239,0.38,239,80,0,239,0,-1,-1,-1,1
Kaj Leo í Bartalsstovu,31,677660400,1991-06-23,International Friendlies,2022,Midfielder,Faroe Islands,51,0,51,Faroe Islands,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,3.53,26,26,0,0,0,-1,-1,-1,10
Kalamullah Al Hafiz,27,807087600,1995-07-30,International Friendlies,2022,Goalkeeper,Malaysia,0,0,0,Malaysia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Kalidou Koulibaly,31,677401200,1991-06-20,International Friendlies,2022,Defender,Senegal,180,90,90,Senegal,2,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.5,180,90,0,0,0,-1,-1,-1,14
Kalifa Coulibaly,31,682758000,1991-08-21,International Friendlies,2022,Forward,Mali,23,0,23,Mali,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,-1,-1,-1,4
Kallum Xzeiba Tracey Cesay,20,1031122800,2002-09-04,International Friendlies,2022,Midfielder,Sierra Leone,44,0,44,England,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,6.14,15,44,44,0,2.05,-1,-1,-1,3
Kamal Miller,25,863766000,1997-05-16,International Friendlies,2022,Defender,Canada,341,90,251,Canada,4,1,3,0,0,0,1,0,1,0,0,1,0,1,5,2,3,0,0,0.26,0.26,0,0,0,0,1.32,68,85,0,341,0,86,26,62,26
Kamal Sowah,22,947404800,2000-01-09,International Friendlies,2022,Midfielder,Ghana,28,28,0,Ghana,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,-1,-1,-1,39
Kamil Conteh,19,1040889600,2002-12-26,International Friendlies,2022,Midfielder,Sierra Leone,82,0,82,England,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4.39,21,82,0,0,0,-1,-1,-1,9
Kamil Glik,34,570873600,1988-02-03,International Friendlies,2022,Defender,Poland,136,46,90,Poland,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.66,136,68,0,0,0,-1,-1,-1,13
Kamil Grabara,23,915782400,1999-01-08,International Friendlies,2022,Goalkeeper,Poland,0,0,0,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
